Category,Score
Open_Palm,0.6461018919944763
Closed_Fist,0.8323127627372742
Thumb_Up,0.5053442716598511
Pointing_Up,0.7214178442955017
Thumb_Down,0.7224178314208984
Victory,0.8120477199554443
ILoveYou,0.9187374114990234
